municipality,equipment_id,equipment_name,predicted_demand,allocated_stock,procurement_needed,urgency_level,unit_cost_lakhs,estimated_procurement_cost,annual_budget_lakhs,budget_feasible
Amritsar,E143,Emergency Water Pump,7,1,6,HIGH,10,60,46000,YES
Ludhiana,E143,Emergency Water Pump,7,1,6,HIGH,10,60,62000,YES
Jaipur,E143,Emergency Water Pump,7,1,6,HIGH,10,60,98000,YES
Udaipur,E143,Emergency Water Pump,6,1,5,HIGH,10,50,28000,YES
Jodhpur,E143,Emergency Water Pump,6,1,5,HIGH,10,50,41000,YES
Delhi,E144,Debris Removal Loader,20,1,19,HIGH,24,456,650000,YES
Bengaluru,E144,Debris Removal Loader,18,1,17,HIGH,24,408,320000,YES
Mumbai,E144,Debris Removal Loader,18,1,17,HIGH,24,408,500000,YES
Chennai,E144,Debris Removal Loader,16,1,15,HIGH,24,360,310000,YES
Kolkata,E144,Debris Removal Loader,15,1,14,HIGH,24,336,210000,YES
Hyderabad,E144,Debris Removal Loader,15,1,14,HIGH,24,336,280000,YES
Ahmedabad,E144,Debris Removal Loader,14,1,13,HIGH,24,312,230000,YES
Pune,E144,Debris Removal Loader,12,1,11,HIGH,24,264,120000,YES
Surat,E144,Debris Removal Loader,12,1,11,HIGH,24,264,140000,YES
Visakhapatnam,E144,Debris Removal Loader,11,1,10,HIGH,24,240,82000,YES
Kanpur,E144,Debris Removal Loader,10,1,9,HIGH,24,216,85000,YES
Lucknow,E144,Debris Removal Loader,10,1,9,HIGH,24,216,95000,YES
Thane,E144,Debris Removal Loader,11,1,10,HIGH,24,240,76000,YES
Indore,E144,Debris Removal Loader,10,1,9,HIGH,24,216,75000,YES
Jaipur,E144,Debris Removal Loader,10,1,9,HIGH,24,216,98000,YES
Coimbatore,E144,Debris Removal Loader,11,1,10,HIGH,24,240,70000,YES
Nagpur,E144,Debris Removal Loader,10,1,9,HIGH,24,216,70000,YES
Asansol,E144,Debris Removal Loader,9,1,8,HIGH,24,192,56000,YES
Ludhiana,E144,Debris Removal Loader,10,1,9,HIGH,24,216,62000,YES
Faridabad,E144,Debris Removal Loader,10,1,9,HIGH,24,216,68000,YES
Howrah,E144,Debris Removal Loader,9,1,8,HIGH,24,192,51000,YES
Patna,E144,Debris Removal Loader,8,1,7,HIGH,24,168,52000,YES
Kochi,E144,Debris Removal Loader,10,1,9,HIGH,24,216,52000,YES
Nashik,E144,Debris Removal Loader,9,1,8,HIGH,24,192,58000,YES
Ranchi,E144,Debris Removal Loader,8,1,7,HIGH,24,168,38000,YES
Raipur,E144,Debris Removal Loader,8,1,7,HIGH,24,168,41000,YES
Durgapur,E144,Debris Removal Loader,8,1,7,HIGH,24,168,27000,YES
Bhubaneswar,E144,Debris Removal Loader,8,1,7,HIGH,24,168,42000,YES
Vijayawada,E144,Debris Removal Loader,9,1,8,HIGH,24,192,43000,YES
Agra,E144,Debris Removal Loader,8,1,7,HIGH,24,168,53000,YES
Madurai,E144,Debris Removal Loader,9,1,8,HIGH,24,192,51000,YES
Guwahati,E144,Debris Removal Loader,8,1,7,HIGH,24,168,35000,YES
Haldia,E144,Debris Removal Loader,7,1,6,HIGH,24,144,15000,YES
Varanasi,E144,Debris Removal Loader,8,1,7,HIGH,24,168,47000,YES
Aurangabad,E144,Debris Removal Loader,8,1,7,HIGH,24,168,45000,YES
Jabalpur,E144,Debris Removal Loader,8,1,7,HIGH,24,168,44000,YES
Amritsar,E144,Debris Removal Loader,9,1,8,HIGH,24,192,46000,YES
Mysuru,E144,Debris Removal Loader,9,1,8,HIGH,24,192,42000,YES
Srinagar,E144,Debris Removal Loader,7,1,6,HIGH,24,144,39000,YES
Dehradun,E144,Debris Removal Loader,7,1,6,HIGH,24,144,36000,YES
Siliguri,E144,Debris Removal Loader,7,1,6,HIGH,24,144,30000,YES
Gwalior,E144,Debris Removal Loader,8,1,7,HIGH,24,168,37000,YES
Hubli,E144,Debris Removal Loader,7,1,6,HIGH,24,144,33000,YES
Kharagpur,E144,Debris Removal Loader,6,1,5,HIGH,24,120,17000,YES
Jodhpur,E144,Debris Removal Loader,7,1,6,HIGH,24,144,41000,YES
Panaji,E144,Debris Removal Loader,8,1,7,HIGH,24,168,22000,YES
Tirupati,E144,Debris Removal Loader,7,1,6,HIGH,24,144,24000,YES
Malda,E144,Debris Removal Loader,6,1,5,HIGH,24,120,14000,YES
Udaipur,E144,Debris Removal Loader,7,1,6,HIGH,24,144,28000,YES
Shimla,E144,Debris Removal Loader,6,1,5,HIGH,24,120,16000,YES
Kolkata,E145,Portable Lighting Tower,0,0,0,LOW,7,0,210000,YES
Chennai,E145,Portable Lighting Tower,0,0,0,LOW,7,0,310000,YES
Mumbai,E145,Portable Lighting Tower,0,0,0,LOW,7,0,500000,YES
Howrah,E145,Portable Lighting Tower,0,0,0,LOW,7,0,51000,YES
Visakhapatnam,E145,Portable Lighting Tower,0,0,0,LOW,7,0,82000,YES
Guwahati,E145,Portable Lighting Tower,0,0,0,LOW,7,0,35000,YES
Patna,E145,Portable Lighting Tower,0,0,0,LOW,7,0,52000,YES
Kochi,E145,Portable Lighting Tower,0,0,0,LOW,7,0,52000,YES
Siliguri,E145,Portable Lighting Tower,0,0,0,LOW,7,0,30000,YES
Bengaluru,E145,Portable Lighting Tower,0,0,0,LOW,7,0,320000,YES
Bhubaneswar,E145,Portable Lighting Tower,0,0,0,LOW,7,0,42000,YES
Asansol,E145,Portable Lighting Tower,0,0,0,LOW,7,0,56000,YES
Srinagar,E145,Portable Lighting Tower,0,0,0,LOW,7,0,39000,YES
Haldia,E145,Portable Lighting Tower,0,0,0,LOW,7,0,15000,YES
Delhi,E145,Portable Lighting Tower,0,0,0,LOW,7,0,650000,YES
Dehradun,E145,Portable Lighting Tower,0,0,0,LOW,7,0,36000,YES
Lucknow,E145,Portable Lighting Tower,0,0,0,LOW,7,0,95000,YES
Hyderabad,E145,Portable Lighting Tower,0,0,0,LOW,7,0,280000,YES
Malda,E145,Portable Lighting Tower,0,0,0,LOW,7,0,14000,YES
Durgapur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,27000,YES
Vijayawada,E145,Portable Lighting Tower,0,0,0,LOW,7,0,43000,YES
Ranchi,E145,Portable Lighting Tower,0,0,0,LOW,7,0,38000,YES
Thane,E145,Portable Lighting Tower,0,0,0,LOW,7,0,76000,YES
Ahmedabad,E145,Portable Lighting Tower,0,0,0,LOW,7,0,230000,YES
Varanasi,E145,Portable Lighting Tower,0,0,0,LOW,7,0,47000,YES
Pune,E145,Portable Lighting Tower,0,0,0,LOW,7,0,120000,YES
Kharagpur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,17000,YES
Kanpur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,85000,YES
Shimla,E145,Portable Lighting Tower,0,0,0,LOW,7,0,16000,YES
Madurai,E145,Portable Lighting Tower,0,0,0,LOW,7,0,51000,YES
Agra,E145,Portable Lighting Tower,0,0,0,LOW,7,0,53000,YES
Panaji,E145,Portable Lighting Tower,0,0,0,LOW,7,0,22000,YES
Indore,E145,Portable Lighting Tower,0,0,0,LOW,7,0,75000,YES
Raipur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,41000,YES
Coimbatore,E145,Portable Lighting Tower,0,0,0,LOW,7,0,70000,YES
Tirupati,E145,Portable Lighting Tower,0,0,0,LOW,7,0,24000,YES
Faridabad,E145,Portable Lighting Tower,0,0,0,LOW,7,0,68000,YES
Nagpur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,70000,YES
Surat,E145,Portable Lighting Tower,0,0,0,LOW,7,0,140000,YES
Hubli,E145,Portable Lighting Tower,0,0,0,LOW,7,0,33000,YES
Aurangabad,E145,Portable Lighting Tower,0,0,0,LOW,7,0,45000,YES
Jabalpur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,44000,YES
Mysuru,E145,Portable Lighting Tower,0,0,0,LOW,7,0,42000,YES
Gwalior,E145,Portable Lighting Tower,0,0,0,LOW,7,0,37000,YES
Ludhiana,E145,Portable Lighting Tower,0,0,0,LOW,7,0,62000,YES
Nashik,E145,Portable Lighting Tower,0,0,0,LOW,7,0,58000,YES
Amritsar,E145,Portable Lighting Tower,0,0,0,LOW,7,0,46000,YES
Jaipur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,98000,YES
Udaipur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,28000,YES
Jodhpur,E145,Portable Lighting Tower,0,0,0,LOW,7,0,41000,YES
Delhi,E146,Emergency Generator Unit,19,2,17,HIGH,12,204,650000,YES
Mumbai,E146,Emergency Generator Unit,16,2,14,HIGH,12,168,500000,YES
Chennai,E146,Emergency Generator Unit,13,2,11,HIGH,12,132,310000,YES
Bengaluru,E146,Emergency Generator Unit,13,1,12,HIGH,12,144,320000,YES
Kolkata,E146,Emergency Generator Unit,11,1,10,HIGH,12,120,210000,YES
Hyderabad,E146,Emergency Generator Unit,12,1,11,HIGH,12,132,280000,YES
Ahmedabad,E146,Emergency Generator Unit,12,1,11,HIGH,12,132,230000,YES
Pune,E146,Emergency Generator Unit,11,1,10,HIGH,12,120,120000,YES
Lucknow,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,95000,YES
Patna,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,52000,YES
Visakhapatnam,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,82000,YES
Surat,E146,Emergency Generator Unit,11,1,10,HIGH,12,120,140000,YES
Howrah,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,51000,YES
Guwahati,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,35000,YES
Kochi,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,52000,YES
Bhubaneswar,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,42000,YES
Kanpur,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,85000,YES
Srinagar,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,39000,YES
Asansol,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,56000,YES
Thane,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,76000,YES
Indore,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,75000,YES
Nagpur,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,70000,YES
Siliguri,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,30000,YES
Vijayawada,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,43000,YES
Coimbatore,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,70000,YES
Ranchi,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,38000,YES
Jaipur,E146,Emergency Generator Unit,10,1,9,HIGH,12,108,98000,YES
Agra,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,53000,YES
Dehradun,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,36000,YES
Varanasi,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,47000,YES
Haldia,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,15000,YES
Madurai,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,51000,YES
Durgapur,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,27000,YES
Faridabad,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,68000,YES
Malda,E146,Emergency Generator Unit,7,1,6,HIGH,12,72,14000,YES
Kharagpur,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,17000,YES
Aurangabad,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,45000,YES
Jabalpur,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,44000,YES
Raipur,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,41000,YES
Ludhiana,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,62000,YES
Nashik,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,58000,YES
Mysuru,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,42000,YES
Panaji,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,22000,YES
Shimla,E146,Emergency Generator Unit,7,1,6,HIGH,12,72,16000,YES
Hubli,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,33000,YES
Amritsar,E146,Emergency Generator Unit,9,1,8,HIGH,12,96,46000,YES
Gwalior,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,37000,YES
Tirupati,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,24000,YES
Jodhpur,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,41000,YES
Udaipur,E146,Emergency Generator Unit,8,1,7,HIGH,12,84,28000,YES
Kolkata,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,210000,YES
Chennai,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,310000,YES
Mumbai,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,500000,YES
Kochi,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,52000,YES
Srinagar,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,39000,YES
Visakhapatnam,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,82000,YES
Bengaluru,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,320000,YES
Varanasi,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,47000,YES
Guwahati,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,35000,YES
Shimla,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,16000,YES
Panaji,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,22000,YES
Dehradun,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,36000,YES
Bhubaneswar,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,42000,YES
Agra,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,53000,YES
Howrah,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,51000,YES
Tirupati,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,24000,YES
Delhi,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,650000,YES
Siliguri,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,30000,YES
Madurai,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,51000,YES
Hyderabad,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,280000,YES
Patna,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,52000,YES
Pune,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,120000,YES
Lucknow,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,95000,YES
Vijayawada,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,43000,YES
Udaipur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,28000,YES
Amritsar,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,46000,YES
Mysuru,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,42000,YES
Thane,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,76000,YES
Ahmedabad,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,230000,YES
Malda,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,14000,YES
Jaipur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,98000,YES
Asansol,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,56000,YES
Haldia,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,15000,YES
Coimbatore,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,70000,YES
Durgapur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,27000,YES
Ranchi,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,38000,YES
Kanpur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,85000,YES
Indore,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,75000,YES
Aurangabad,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,45000,YES
Kharagpur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,17000,YES
Nagpur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,70000,YES
Raipur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,41000,YES
Jabalpur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,44000,YES
Gwalior,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,37000,YES
Surat,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,140000,YES
Jodhpur,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,41000,YES
Hubli,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,33000,YES
Nashik,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,58000,YES
Faridabad,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,68000,YES
Ludhiana,E147,Portable Emergency Shelter Unit,0,0,0,LOW,16,0,62000,YES
Kolkata,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,210000,YES
Chennai,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,310000,YES
Mumbai,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,500000,YES
Howrah,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,51000,YES
Visakhapatnam,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,82000,YES
Guwahati,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,35000,YES
Patna,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,52000,YES
Kochi,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,52000,YES
Siliguri,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,30000,YES
Bengaluru,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,320000,YES
Bhubaneswar,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,42000,YES
Asansol,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,56000,YES
Srinagar,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,39000,YES
Haldia,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,15000,YES
Delhi,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,650000,YES
Dehradun,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,36000,YES
Lucknow,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,95000,YES
Hyderabad,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,280000,YES
Malda,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,14000,YES
Durgapur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,27000,YES
Vijayawada,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,43000,YES
Ranchi,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,38000,YES
Thane,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,76000,YES
Ahmedabad,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,230000,YES
Varanasi,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,47000,YES
Pune,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,120000,YES
Kharagpur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,17000,YES
Kanpur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,85000,YES
Shimla,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,16000,YES
Madurai,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,51000,YES
Agra,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,53000,YES
Panaji,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,22000,YES
Indore,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,75000,YES
Raipur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,41000,YES
Coimbatore,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,70000,YES
Tirupati,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,24000,YES
Faridabad,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,68000,YES
Nagpur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,70000,YES
Surat,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,140000,YES
Hubli,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,33000,YES
Aurangabad,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,45000,YES
Jabalpur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,44000,YES
Mysuru,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,42000,YES
Gwalior,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,37000,YES
Ludhiana,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,62000,YES
Nashik,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,58000,YES
Amritsar,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,46000,YES
Jaipur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,98000,YES
Udaipur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,28000,YES
Jodhpur,E148,Hydraulic Rescue Cutter,0,0,0,LOW,9,0,41000,YES
Delhi,E149,Emergency Evacuation Vehicle,20,3,17,HIGH,28,476,650000,YES
Mumbai,E149,Emergency Evacuation Vehicle,20,3,17,HIGH,28,476,500000,YES
Bengaluru,E149,Emergency Evacuation Vehicle,20,3,17,HIGH,28,476,320000,YES
Chennai,E149,Emergency Evacuation Vehicle,20,3,17,HIGH,28,476,310000,YES
Kolkata,E149,Emergency Evacuation Vehicle,19,3,16,HIGH,28,448,210000,YES
Hyderabad,E149,Emergency Evacuation Vehicle,20,3,17,HIGH,28,476,280000,YES
Ahmedabad,E149,Emergency Evacuation Vehicle,19,3,16,HIGH,28,448,230000,YES
Pune,E149,Emergency Evacuation Vehicle,17,2,15,HIGH,28,420,120000,YES
Surat,E149,Emergency Evacuation Vehicle,16,2,14,HIGH,28,392,140000,YES
Lucknow,E149,Emergency Evacuation Vehicle,15,2,13,HIGH,28,364,95000,YES
Visakhapatnam,E149,Emergency Evacuation Vehicle,14,2,12,HIGH,28,336,82000,YES
Jaipur,E149,Emergency Evacuation Vehicle,14,2,12,HIGH,28,336,98000,YES
Kanpur,E149,Emergency Evacuation Vehicle,14,2,12,HIGH,28,336,85000,YES
Thane,E149,Emergency Evacuation Vehicle,14,2,12,HIGH,28,336,76000,YES
Kochi,E149,Emergency Evacuation Vehicle,13,2,11,HIGH,28,308,52000,YES
Agra,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,53000,YES
Indore,E149,Emergency Evacuation Vehicle,14,2,12,HIGH,28,336,75000,YES
Coimbatore,E149,Emergency Evacuation Vehicle,14,2,12,HIGH,28,336,70000,YES
Patna,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,52000,YES
Varanasi,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,47000,YES
Srinagar,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,39000,YES
Howrah,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,51000,YES
Bhubaneswar,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,42000,YES
Madurai,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,51000,YES
Nagpur,E149,Emergency Evacuation Vehicle,13,2,11,HIGH,28,308,70000,YES
Guwahati,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,35000,YES
Dehradun,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,36000,YES
Amritsar,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,46000,YES
Faridabad,E149,Emergency Evacuation Vehicle,13,2,11,HIGH,28,308,68000,YES
Mysuru,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,42000,YES
Ludhiana,E149,Emergency Evacuation Vehicle,13,2,11,HIGH,28,308,62000,YES
Nashik,E149,Emergency Evacuation Vehicle,12,2,10,HIGH,28,280,58000,YES
Vijayawada,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,43000,YES
Asansol,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,56000,YES
Ranchi,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,38000,YES
Siliguri,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,30000,YES
Aurangabad,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,45000,YES
Shimla,E149,Emergency Evacuation Vehicle,9,2,7,HIGH,28,196,16000,YES
Tirupati,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,24000,YES
Raipur,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,41000,YES
Panaji,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,22000,YES
Jabalpur,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,44000,YES
Durgapur,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,27000,YES
Jodhpur,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,41000,YES
Udaipur,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,28000,YES
Gwalior,E149,Emergency Evacuation Vehicle,11,2,9,HIGH,28,252,37000,YES
Hubli,E149,Emergency Evacuation Vehicle,10,2,8,HIGH,28,224,33000,YES
Malda,E149,Emergency Evacuation Vehicle,8,2,6,HIGH,28,168,14000,YES
Haldia,E149,Emergency Evacuation Vehicle,9,2,7,HIGH,28,196,15000,YES
Kharagpur,E149,Emergency Evacuation Vehicle,9,2,7,HIGH,28,196,17000,YES
Delhi,E150,Portable Public Warning System,8,0,8,HIGH,6,48,650000,YES
Mumbai,E150,Portable Public Warning System,6,0,6,HIGH,6,36,500000,YES
Chennai,E150,Portable Public Warning System,3,0,3,HIGH,6,18,310000,YES
Bengaluru,E150,Portable Public Warning System,4,0,4,HIGH,6,24,320000,YES
Kolkata,E150,Portable Public Warning System,2,0,2,HIGH,6,12,210000,YES
Hyderabad,E150,Portable Public Warning System,3,0,3,HIGH,6,18,280000,YES
Ahmedabad,E150,Portable Public Warning System,2,0,2,HIGH,6,12,230000,YES
Pune,E150,Portable Public Warning System,2,0,2,HIGH,6,12,120000,YES
Kochi,E150,Portable Public Warning System,1,0,1,HIGH,6,6,52000,YES
Visakhapatnam,E150,Portable Public Warning System,1,0,1,HIGH,6,6,82000,YES
Srinagar,E150,Portable Public Warning System,1,0,1,HIGH,6,6,39000,YES
Varanasi,E150,Portable Public Warning System,1,0,1,HIGH,6,6,47000,YES
Agra,E150,Portable Public Warning System,1,0,1,HIGH,6,6,53000,YES
Guwahati,E150,Portable Public Warning System,1,0,1,HIGH,6,6,35000,YES
Dehradun,E150,Portable Public Warning System,1,0,1,HIGH,6,6,36000,YES
Bhubaneswar,E150,Portable Public Warning System,1,0,1,HIGH,6,6,42000,YES
Lucknow,E150,Portable Public Warning System,1,0,1,HIGH,6,6,95000,YES
Howrah,E150,Portable Public Warning System,1,0,1,HIGH,6,6,51000,YES
Shimla,E150,Portable Public Warning System,1,0,1,HIGH,6,6,16000,YES
Panaji,E150,Portable Public Warning System,1,0,1,HIGH,6,6,22000,YES
Patna,E150,Portable Public Warning System,1,0,1,HIGH,6,6,52000,YES
Tirupati,E150,Portable Public Warning System,1,0,1,HIGH,6,6,24000,YES
Madurai,E150,Portable Public Warning System,1,0,1,HIGH,6,6,51000,YES
Jaipur,E150,Portable Public Warning System,1,0,1,HIGH,6,6,98000,YES
Siliguri,E150,Portable Public Warning System,1,0,1,HIGH,6,6,30000,YES
Surat,E150,Portable Public Warning System,2,0,2,HIGH,6,12,140000,YES
